# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AP-1gamma	FBgn0030089	FBtr0309254	protein_coding	0	12	0	32	0	0	2	0	0	0	0	1	0	0	11	0	0	0	0	0	3	0	0	0	9	21
AP-1gamma	FBgn0030089	FBtr0309255	protein_coding	0	13	0	32	0	1	3	0	0	0	0	1	0	0	12	0	0	0	0	0	3	0	0	0	9	19
AP-1gamma	FBgn0030089	FBtr0333808	protein_coding	0	13	0	32	0	1	4	0	0	0	0	1	0	0	11	0	0	0	0	0	3	0	0	0	9	19
APC4	FBgn0052707	FBtr0071285	protein_coding	0	2	0	5	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1
APC4	FBgn0052707	FBtr0309872	protein_coding	0	2	0	5	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1
APC7	FBgn0029879	FBtr0070946	protein_coding	0	7	1	63	5	0	0	0	0	0	0	22	0	0	5	1	0	0	0	0	0	0	0	0	7	31
APC7	FBgn0029879	FBtr0070947	protein_coding	0	7	1	65	5	2	4	0	0	0	0	22	0	0	3	1	0	0	0	0	0	0	0	0	5	31
ATP7	FBgn0030343	FBtr0273257	protein_coding	0	0	0	15	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	5
ATP7	FBgn0030343	FBtr0334454	protein_coding	0	0	0	15	2	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	5
Aats-arg	FBgn0027093	FBtr0074178	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Aats-his	FBgn0027087	FBtr0074593	protein_coding	0	2	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	5
Aats-his	FBgn0027087	FBtr0333804	protein_coding	0	2	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	5
Aats-his	FBgn0027087	FBtr0333805	protein_coding	0	2	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	5
Aats-his	FBgn0027087	FBtr0333806	protein_coding	0	2	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	5
Aats-lys	FBgn0027084	FBtr0071366	protein_coding	0	4	1	26	0	0	0	0	0	0	0	11	0	0	2	1	0	0	0	0	1	0	0	0	3	14
Aats-lys	FBgn0027084	FBtr0071367	protein_coding	0	4	2	25	0	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	1	0	0	0	3	14
Aats-lys	FBgn0027084	FBtr0303560	protein_coding	0	4	2	25	0	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	1	0	0	0	3	14
Ac13E	FBgn0022710	FBtr0074073	protein_coding	0	1	0	41	5	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	1	21
Ac13E	FBgn0022710	FBtr0100142	protein_coding	0	1	0	41	13	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	1	21
Ac13E	FBgn0022710	FBtr0332497	protein_coding	0	1	0	149	9	0	6	0	0	0	0	8	0	0	121	0	0	0	0	0	0	0	0	0	1	5
Act5C	FBgn0000042	FBtr0070822	protein_coding	0	0	0	24	1	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	16
Act5C	FBgn0000042	FBtr0070823	protein_coding	0	0	0	24	1	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	15
Act5C	FBgn0000042	FBtr0100662	protein_coding	0	0	0	25	1	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	16
Act5C	FBgn0000042	FBtr0100663	protein_coding	0	0	0	24	1	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	16
Act5C	FBgn0000042	FBtr0345894	protein_coding	0	0	0	27	1	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	16
Actn	FBgn0000667	FBtr0070343	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0070344	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0070345	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0303048	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0310657	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0310658	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0310659	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0333801	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Actn	FBgn0000667	FBtr0333802	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Adar	FBgn0026086	FBtr0070299	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0070300	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0100557	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0305497	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0305498	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0305499	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0307895	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0309961	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0309962	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0309963	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0309965	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0339272	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0339273	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Adar	FBgn0026086	FBtr0339274	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
Ahcy13	FBgn0014455	FBtr0074030	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ahcy13	FBgn0014455	FBtr0332590	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ahcy13	FBgn0014455	FBtr0346181	protein_coding	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AlkB	FBgn0065035	FBtr0074168	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Alr	FBgn0031068	FBtr0074794	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alr	FBgn0031068	FBtr0331763	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amun	FBgn0030328	FBtr0073615	protein_coding	0	0	0	12	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0073616	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0073617	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0073618	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0073619	protein_coding	0	0	0	12	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0303336	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0303337	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0303338	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0303339	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0333796	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0333797	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Amun	FBgn0030328	FBtr0345164	protein_coding	0	0	0	11	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Andorra	FBgn0030898	FBtr0074591	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ant2	FBgn0025111	FBtr0073425	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Ant2	FBgn0025111	FBtr0073426	protein_coding	0	0	0	12	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	3
Ant2	FBgn0025111	FBtr0333963	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	3
AnxB10	FBgn0000084	FBtr0070025	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AnxB10	FBgn0000084	FBtr0301931	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AnxB11	FBgn0030749	FBtr0074302	protein_coding	0	0	0	22	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	13
AnxB11	FBgn0030749	FBtr0074303	protein_coding	0	0	0	21	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	14
AnxB11	FBgn0030749	FBtr0334038	protein_coding	0	0	0	22	1	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	13
AnxB11	FBgn0030749	FBtr0334039	protein_coding	0	0	0	23	3	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	13
AnxB11	FBgn0030749	FBtr0334040	protein_coding	0	0	0	23	3	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	15
AnxB11	FBgn0030749	FBtr0334041	protein_coding	0	0	0	22	1	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	13
AnxB11	FBgn0030749	FBtr0334042	protein_coding	0	1	0	23	3	1	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	13
Appl	FBgn0000108	FBtr0070109	protein_coding	0	3	0	189	7	0	0	0	0	0	0	4	0	0	159	0	0	0	0	0	2	0	0	0	2	19
Appl	FBgn0000108	FBtr0307291	protein_coding	0	2	0	190	7	0	0	0	0	0	0	6	0	0	157	0	0	0	0	0	1	0	0	0	2	20
Appl	FBgn0000108	FBtr0307292	protein_coding	0	2	0	190	7	0	0	0	0	0	0	4	0	0	160	0	0	0	0	0	2	0	0	0	1	19
Appl	FBgn0000108	FBtr0307293	protein_coding	0	3	0	189	7	0	0	0	0	0	0	4	0	0	159	0	0	0	0	0	2	0	0	0	2	19
Appl	FBgn0000108	FBtr0307294	protein_coding	0	2	0	191	7	0	0	0	0	0	0	6	0	0	159	0	0	0	0	0	1	0	0	0	2	19
Appl	FBgn0000108	FBtr0307295	protein_coding	0	3	0	189	7	0	0	0	0	0	0	4	0	0	159	0	0	0	0	0	2	0	0	0	2	19
Arfrp1	FBgn0030088	FBtr0071293	protein_coding	0	0	0	33	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Arp2	FBgn0011742	FBtr0074295	protein_coding	0	0	0	24	0	0	1	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	9
Arp2	FBgn0011742	FBtr0112868	protein_coding	0	0	0	30	1	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0	9
Arp2	FBgn0011742	FBtr0310673	protein_coding	0	0	0	24	0	0	1	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	9
Arpc3B	FBgn0065032	FBtr0074410	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Arpc3B	FBgn0065032	FBtr0113478	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Arpc3B	FBgn0065032	FBtr0334462	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AstA-R1	FBgn0266429	FBtr0070575	protein_coding	0	2	1	210	8	0	0	0	0	0	0	12	0	0	181	1	0	0	0	0	0	0	0	0	2	9
AstA-R1	FBgn0266429	FBtr0333798	protein_coding	0	2	1	210	8	0	0	0	0	0	0	12	0	0	181	1	0	0	0	0	0	0	0	0	2	9
Atf3	FBgn0028550	FBtr0070244	protein_coding	0	0	0	41	1	0	1	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	22
Atf3	FBgn0028550	FBtr0330391	protein_coding	0	0	0	41	1	0	1	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	22
Atf3	FBgn0028550	FBtr0345507	protein_coding	0	0	0	41	1	0	1	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	22
Atg101	FBgn0030960	FBtr0074635	protein_coding	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Atg5	FBgn0029943	FBtr0071065	protein_coding	0	0	0	105	1	0	0	0	0	0	0	30	0	0	40	0	0	0	0	0	0	0	0	0	0	34
Atg8a	FBgn0052672	FBtr0071498	protein_coding	0	0	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Atg8a	FBgn0052672	FBtr0346375	protein_coding	0	0	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Atg8a	FBgn0052672	FBtr0346376	protein_coding	0	0	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Atx-1	FBgn0029907	FBtr0299814	protein_coding	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Aven	FBgn0030410	FBtr0073709	protein_coding	0	0	1	31	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	27
Aven	FBgn0030410	FBtr0346122	protein_coding	0	0	1	31	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	27
Axs	FBgn0000152	FBtr0074372	protein_coding	0	8	0	50	1	0	1	0	0	0	0	30	0	0	4	0	0	0	0	0	1	0	0	0	8	14
B-H1	FBgn0011758	FBtr0074430	protein_coding	0	3	1	36	2	0	0	0	0	0	0	28	0	0	1	1	0	0	0	0	0	0	0	0	3	5
B-H1	FBgn0011758	FBtr0334459	protein_coding	0	1	0	39	5	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	1	5
B-H2	FBgn0004854	FBtr0074429	protein_coding	0	7	1	156	2	0	0	0	0	0	0	79	0	0	71	1	0	0	0	0	0	0	0	0	7	4
B-H2	FBgn0004854	FBtr0334458	protein_coding	0	6	1	158	2	1	2	0	0	0	0	79	0	0	71	1	0	0	0	0	0	0	0	0	5	4
BCL7-like	FBgn0026149	FBtr0071358	protein_coding	0	1	0	18	1	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	13
BTBD9	FBgn0030228	FBtr0071497	protein_coding	0	1	1	8	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	3
BTBD9	FBgn0030228	FBtr0334456	protein_coding	0	1	1	8	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	3
Bap60	FBgn0025463	FBtr0073741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Brms1	FBgn0030434	FBtr0073693	protein_coding	0	0	0	20	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Btd	FBgn0029848	FBtr0070878	protein_coding	0	16	8	149	4	0	2	0	0	0	0	83	0	0	4	8	0	0	0	0	0	0	0	0	16	56
Bteb2	FBgn0025679	FBtr0070735	protein_coding	0	1	0	24	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	3
BthD	FBgn0030501	FBtr0073806	protein_coding	0	3	0	43	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	2	0	0	0	1	34
Bx	FBgn0265598	FBtr0340363	protein_coding	0	1	0	181	2	0	1	0	0	0	0	6	0	0	168	0	0	0	0	0	1	0	0	0	0	5
Bx	FBgn0265598	FBtr0340364	protein_coding	0	1	0	154	2	0	0	0	0	0	0	6	0	0	129	0	0	0	0	0	1	0	0	0	0	18
Bx	FBgn0265598	FBtr0340365	protein_coding	0	1	0	46	2	0	0	0	0	0	0	6	0	0	32	0	0	0	0	0	1	0	0	0	0	7
Bx	FBgn0265598	FBtr0340366	protein_coding	0	1	0	156	3	0	0	0	0	0	0	7	0	0	129	0	0	0	0	0	1	0	0	0	0	18
Bx	FBgn0265598	FBtr0340367	protein_coding	0	3	0	152	0	0	0	0	0	0	0	6	0	0	129	0	0	0	0	0	1	0	0	0	2	18
Bx42	FBgn0004856	FBtr0071350	protein_coding	0	0	0	34	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bx42	FBgn0004856	FBtr0333809	protein_coding	0	0	0	34	2	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bzd	FBgn0011566	FBtr0070447	protein_coding	0	3	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	8
C3G	FBgn0259228	FBtr0299791	protein_coding	0	3	5	57	3	0	2	0	0	0	0	7	0	0	37	5	0	0	0	0	0	0	0	0	3	8
C3G	FBgn0259228	FBtr0299792	protein_coding	0	3	5	41	1	0	0	0	0	0	0	5	0	0	26	5	0	0	0	0	1	0	0	0	2	10
C3G	FBgn0259228	FBtr0299793	protein_coding	0	2	5	52	1	0	0	0	0	0	0	5	0	0	36	5	0	0	0	0	0	0	0	0	2	10
